ID,제목,국가,카테고리점수,style
4154,"내각지지 보합세 39%, 요미우리 여론조사, 모리 씨 발언‘문제’ 91%",일본,0,기타
4155,"올림픽 ‘개최’36%, ‘중지’28%, 백신으로 수습’70%",일본,0,기타
4156,"모리 회장 ‘적임’ 여성은 4%, 멸시발언에 엄격한 시선, 여론조사,   도쿄 올림픽 재연기 47%",일본,0,기타
4157,골든글로브의 실수를 만회하려는 듯한 SAG 후보 발표,아르헨티나,0,기타
4158,"바다의 인어, 해녀",아르헨티나,0,기타
4159,김치 검색했는데 ‘원산지 중국’이라 떠…韓 민간단체 구글에 ‘오류’ 항의,중국,-1,음식/뷰티
4160,인도에서 한국어 수요 증가,인도,0,기타
4161,"주인니문화원, 1년만에 오프라인 문화강좌 오픈한다",인도네시아,0,기타
4162,"넷플릭스 한국드라마, 모바일 온리로 아시아 시작 공략",필리핀,20,영화/드라마
4163,러 국립 게르첸 교대에 한국 코너 개설,러시아,0,기타
4164,키네마순보  20년 영화랭킹 스파이의 아내 1위 외국부문은 기생충,일본,10,영화/드라마
4165,"기자일기 ? 붐을 거슬러올라가보니, 미나미 카즈노리 시스템편집부",일본,0,기타
4166,한국 대사의 공공외교 토크쇼 개최,인도네시아,0,기타
4167,"주인도네시아 한국문화원, 2020년도 최우수 문화원으로 선정",인도네시아,0,기타
4168,[특집] 한국인들 올 설날 ‘한우 선물’ 열풍,중국,0,기타
4169,"하와이 태생 태 켈러, 미 최고 권위의 아동·청소년 문학상 '뉴베리상' 수상",미국,0,기타
4170,"태 켈러, '호랑이를 잡을 때'로 뉴베리상 수상",미국,0,기타
4171,"여성 차별 발언, 모리 회장의 사임을 요구한다",일본,0,기타
4172,"모리 회장의 여성 멸시 발언, 올림픽 책임자로서 실격이다",일본,0,기타
4173,한국과의 전적에서 유리한 멕시코,멕시코,0,기타
4174,"E 스포츠 기업 SK 텔레콤 CS T1 은 백현, 창모, 레이든이 함께한 곡의 티저영상 공개",멕시코,0,기타
4175,"기다리는 K-POP 온라인 콘서트를 언제, 언제, 어떻게 볼수 있나요?",멕시코,100,KPOP
4176,블랙핑크: 팝의 여왕,멕시코,100,KPOP
4177,국가대표선수 백신접종 1순위,태국,0,기타
4178,"모리 회장, 사죄, 사임은 부인, 여성에 대한 문제 발언 철회",일본,0,기타
4179,중국의 유튜브 스타 리쯔치는 어떻게 기네스 세계 기록을 깼을까?,홍콩,0,기타
4180,"미국, “선수의 안전 우선” 올여름 도쿄올림픽, 일본의 상황을 주시",일본,0,기타
4181,"도쿄올림픽 조직위 내부서도 반발의 목소리 “즉각 그만둬야”,모리 회장, 오후에 대응키로",일본,0,기타
4182,트레티야코프 미술관 한국어 오디오가이드 배치,러시아,0,기타
4183,김치의 전설,중국,-1,음식/뷰티
4184,"영화 '미나리'가 골든글로브상 후보에, '기생충의 봉준호 감독도 극찬한 화제작.",일본,30,영화/드라마
4185,"IOC, 올림픽 코로나 대책 지침 공표",일본,0,기타
4186,"성화 봉송 지연되는 대책, 긴급사태 연장",일본,0,기타
4187,"미, 올림픽 '현 시점에서 변경 없어' 각국과 공조",일본,0,기타
4188,김치는 어떻게 전 세계 주방을 정복했을까,스페인,0,기타
4189,"한국문화원, ‘김치체험’ 통해 K-Food 문화 홍보하다",인도네시아,0,기타
4190,한국에 거주하는 인도네시아 학생들의 겨울 이야기,인도네시아,0,기타
4191,"태국 태권도, 2개의 추가 올림픽 본선티켓 희망",태국,0,기타
4192,사이클 대회 무관중으로 개최,태국,0,기타
4193,배드민턴 대회는 계속됨,태국,0,기타
4194,"'호랑이를 잡을 때'와 ''우리는 물의 수호자', 2021 뉴베리 메달 수상",미국,0,기타
4195,"손흥민 다큐: 체중 감량, 한국 바비큐, 축구를 향한 열정",홍콩,0,기타
4196,"서울의 미술관들, 코로나19로 오랜 운영 중단 이후 위안 제공",영국,0,기타
4197,"주한 중국 대사, 한중 온라인 김치논쟁 이후 김치논쟁이 주류 의견 반영 않는다고 밝혀",중국,0,기타
4198,"방탄소년단, 역대 최고의 10대 그룹에 선정",아르헨티나,100,KPOP
4199,"태국축구협회, 놓친 지원금",태국,0,기타
4200,국가대표선수들 백신 선 접종 건의,태국,0,기타
4201,"성화 릴레이, 관람 자숙 요청을 검토",일본,0,기타
4202,"IOC위원, 도쿄올림픽,“철저한 검사로 안전하게 개최 가능”",일본,0,기타
4203,한류에서 배우는 '사랑 전하는 법' 아내를 사랑하는 날 시를 보내기,일본,0,기타
4204,BTS 의상 옥션 낙찰금액은? 마에자와·히카킨 손에,일본,100,KPOP
4205,"7년 전 김연아를 이긴 그녀, 지금까지도 ‘사이버 불링’ 당해",중국,0,기타
4206,아시아의 공예 예술,미국,0,기타
4207,한 번보면 동양문화와 사랑에 빠질 넷플릭스 한국 드라마 5편,아르헨티나,20,영화/드라마
4208,김치전 ? 한국의 패스트푸드,스웨덴,0,기타
4209,"韓, 반려동물 경제 열풍으로 우울한 마음 위로해",중국,0,기타
4210,태권도 훈련가동,태국,0,기타
4211,배드민턴 대회로 국가적 이득,태국,0,기타
4212,"라대 이야기? 살만 칸, 영화 바라트 이후 한국 영화 다시 한번 도전",인도,20,영화/드라마
4213,"한국, 김치수출 최고 (숫자로 읽는 ASIA)",일본,0,기타
4214,韓 코로나19에 캠핑 열풍…평소 캠핑카 주차 어려워,중국,0,기타
4215,도요타워즈 제 7부(상)(5) 아침식사용김치「좋아하니까 」연장전으로 시행착오 상품「보여주고 」,일본,0,기타
4216,[맛있다] 파와 된장으로 만드는 프라이팬 비빔밥,일본,0,기타
4217,변화! 주식의 다양화…한국인 평균 쌀 소비량 최저치 경신,중국,0,기타
4218,도쿄올림픽 중지 ‘어쩔 수 없다’ 46%,일본,0,기타
4219,"최숙현 자살 사건: 한국 트라이애슬론 코치와 주장, 왕따와 학대로 실형 선고",홍콩,0,기타
4220,한국 액션 영화 ‘백두산'에 대해 알아야 할 5가지 사항,UAE,30,영화/드라마
4221,‘해녀'의 세계에 대해 알아보자,미국,0,기타
4222,알츠하이머 병은 일주일에 한 번 이상 운동을 하면 예방을 할 수 있다.,멕시코,0,기타
4223,넷플릭스로 볼 수 있는 공포영화 7편,아르헨티나,0,기타
4224,모차르트 미발표곡 초연,독일,0,기타
4225,거실에서 즐기는 아니마 애니메이션 영화제,벨기에,20,영화/드라마
4226,제40회 아니마 애니메이션 영화제 개최,벨기에,20,영화/드라마
4227,"온라인 아니마 영화제: 애니메이션, 현실을 투영하다",벨기에,20,영화/드라마
4228,국제장거리사이클 대회 호평,태국,0,기타
4229,"태국 배드민턴 대회, 도쿄올림픽의 모델로",태국,0,기타
4230,"김치는 한국 음식인가, 중국의 파오차이가 먼저 생겼나? 뉴욕 타임즈에 실린 광고, 사랑받는 동아시아 반찬 김치의 기원에 대한 전쟁 촉발시켜",홍콩,-1,음식/뷰티
4231,<N스타> '김치 적자'도 … 논란 '김치의 종주국'은 한국? 중국?,일본,-2,음식/뷰티
4232,"[아사창] ""본가는 우리다"" 한중 김치 논쟁",일본,-1,음식/뷰티
4233,[분석] 12개국 민중들이 보는 ‘중국 문화’,중국,0,기타
4234,더 이상 쌀을 사랑하지 않는 한국인들?,중국,0,기타
4235,2020년 필리핀 트위터 내 스트리밍 서비스 언급횟수 184% 증가,필리핀,0,기타
4236,김치는 어디서 온건가...중한 김치 논쟁 발발,필리핀,-1,음식/뷰티
4237,하노이 어린이를 위한 꿈더하기도서관 개관,베트남,0,기타
4238,"모리 조직위 회장, 올림픽 ‘무관객도 상정’ IOC회장과 회담",일본,0,기타
4239,모두가 드라마를 좋아하는 10가지 이유,멕시코,0,기타
4240,Spirit Awards 후보 발표,멕시코,0,기타
4241,아기 판다가 사육사의 다리에서 떨어지지 않는다.,멕시코,0,기타
4242,몇 명 K-pop 뮤직 비디오들은 이해가 힘든 이유로 TV 방영이 금지 되었다.,멕시코,210,KPOP
4243,"BG와 PORT 팀, 험난한 조편성",태국,0,기타
4244,인도 내 한류 홍보를 위해 K팝 콘서트 무료로 제공되어야 할까요?,인도,200,KPOP
4245,"중국에서 김치가 한국산이라는 말한 이유로 곤경에 처한 한국인 유튜버, 새 김치 동영상에서 정부와 손을 잡아",싱가포르,-1,음식/뷰티
4246,[Ｋ컬쳐!] 불시착 다음은 BL인가?,일본,10,영화/드라마
4247,[POPStyle] 잊혀지지 않는 러브스토리 영화는 내 머릿속의 지우개,일본,0,기타
4248,"빌 게이츠, 신종코로나 격차 과제…올림픽 백신이 관건 “개최는 가능”",일본,0,기타
4249,"방탄소년단 소속사, K-pop 대형기획사 YG엔터테인먼트에 투자",아르헨티나,200,KPOP
4250,"송유정, 한국 TV 스타, 26세 나이에 별세",인도,10,영화/드라마
4251,화상 시상식,태국,0,기타
4252,자연환경이 더 중요,태국,0,기타
4253,"백남준 작품, 서울에서 국내 관람객 선보여",베트남,0,기타
4254,"한국, 일제에 맞선 韓·中의 공동항전 기념관 신설 추진",중국,0,기타
4255,관광업계 종사자 지원 계획,태국,0,기타
4256,"IOC, 올림픽 참가자에게,“백신주사 의무화 안하지만 장려”",일본,0,기타
4257,"제75회 마이니치 영화 콩쿠르-외국 영화 베스트 원 상""파라 사이트 반 지하의 가족""",일본,20,영화/드라마
4258,"올림픽의 행방, 현실 감안한 대응 서둘러라",일본,0,기타
4259,한국은 작고한 가수의 목소리를 무대에 재현하기 위해 인공지능 활용하지만 윤리적인 우려가 많아,미국,0,기타
4260,2021 오스카 유력 후보작,아르헨티나,10,영화/드라마
4261,"픽사 신작, 영화관 방문 관객 끌어",베트남,0,기타
4262,도쿄 올림픽 취소?,태국,0,기타
4263,‘HSBC BWF 월드투어파이널’6명의 선수 출전,태국,0,기타
4264,"고향 맛 계승 지원,  문화청 2월에라도 지원 대상 모집 요리인 육성에 보조금",일본,0,기타
4265,[예술의 시간]영화 KCIA '남산의 부장들' 정치적·오락적으로도 독재정권 비극 잘 그려,일본,10,영화/드라마
4266,"아이돌의 결혼, 한·일 팬들은 어떻게 바라보나",중국,0,기타
4267,산케이-FNN 여론조사: 올림픽 개최 회의적 시각 8할 넘어,일본,0,기타
4268,Gaby 와 Ancer 의 좋은 마무리,멕시코,0,기타
4269,새로운 음식 트렌드: 발효식품과 프로바이오틱스,아르헨티나,-1,음식/뷰티
4270,송유정은 누구인가? 향년 26세로 사망한 한국 여배우 겸 모델,미국,10,영화/드라마
4271,한국 인기 교육책 출판,베트남,0,기타
4272,"한국 여성, 한-카 사전 출판 관련 지원 요청",카자흐스탄,0,기타
4273,"관광청, 손실 만회 위해 2분기 글로벌 캠페인 요청",태국,0,기타
4274,마음과 서울을 느끼는 가상체험,태국,0,기타
4275,코치에게 더 긴 형량 요구하는 스타,스웨덴,0,기타
4276,"올림픽?패럴림픽 공식 트위터, 7세로 판정 → 트위터 계정 일시 삭제",일본,0,기타
4277,"영화가 있는 주말, 이 한편 : KCIA 남산의 부장들 암살자, 산산히 부서진 이상",일본,0,기타
4278,SUNDAY·LIBRARY: Weekly Cinema 「KCIA 남산의 부장들」,일본,0,기타
4279,박대통령 암살을 바탕으로 권력을 둘러싼 갈등 남산의 부장들 우민호 감독,일본,0,기타
4280,한국 소불고기 vs 비빔밥: 차이는 무엇일까?,캐나다,0,기타
4281,"도쿄 올림픽까지 반년, 현실 응시한 논의 부족해",일본,0,기타
4282,"올림픽까지 반년, 개최 여부를 재검토하라",일본,0,기타
4283,논평: 김치 논쟁과 문화전쟁 - 한국산 쇠고기와 중국산 쇠고기?,싱가포르,-1,음식/뷰티
4284,"건강 어플리케이션, 일본인도 의무화  - 면제국도 ‘올림픽 비자’, 정부 검토",일본,0,기타
4285,"한국 전 올림픽 코치, 선수 성폭행 혐의로 징역 10년 선고",영국,0,기타
4286,"Gen, G, 류재홍과의 관계단절",멕시코,0,기타
4287,제11회 베이징 국제 섬유 미술 비엔날레서 한국계 예술가 금상 수상,아르헨티나,0,기타
4288,"파오차이인가, 김치인가? 한중 네티즌 논쟁",중국,0,기타
4289,성폭행 혐의로 징역 10년 선고받은 전 올림픽 코치,스웨덴,0,기타
4290,태국축구리그 2월부터 재개,태국,0,기타
4291,폰빠위-안세영 8강전,태국,0,기타
4292,"IOC회장 올림픽에 의욕, 전화회의, 관객수 “조만간 결단”",일본,0,기타
4293,"외국인 수용, 현상에서는 곤란, 일의사회장, 도쿄올림픽 '의료 붕괴가 빈발'",일본,0,기타
4294,도쿄올림픽 “일본정부 중단 필요하다고 결론”영국지 타임즈가 보도,일본,0,기타
4295,"올림픽 취소 영국지 보도를 부정, 사카이 관방 부장관 “사실 아니다”",일본,0,기타
4296,김치가 중국 음식이라는 주장에 한국 분노,뉴질랜드,0,기타
4297,"한국 유튜버, 김치가 한국음식이라는 댓글에 '좋아요' 눌러 중국서 거센 후폭풍",인도,0,기타
4298,산티아고 순례길 시리즈 ‘3 Caminos’은 갈리시아를 알리는 최고의 소개서,스페인,10,영화/드라마
4299,고전 동화를 재해석한 애니메이션 '레드슈즈' 개봉,아르헨티나,10,영화/드라마
4300,태국 AFC 유치 희망,태국,0,기타
4301,인도선수 코로나양성으로 기권,태국,0,기타
4302,"도쿄올림픽 취소 안해, IOC 고참위원, 무관중도, 재연기나 파리와 공최 곤란",일본,0,기타
4303,"도쿄올림픽 ""중지보다는 무관중"" 파리대회 조직위 회장",일본,0,기타
4304,"파오차이냐 김치냐? 유사성이 있지만 성분, 맛, 방법에는 차이 있어 - 중국 외교부",중국,0,기타
4305,"「마음의 상처를 치유하는 일」영화화, 안가스마사의사를 모델로 한 주인공에 에모토 타스쿠(柄本佑)",일본,0,기타
4306,화춘잉 中 외교부 대변인 2021년 1월 20일 정례브리핑 주최,중국,0,기타
4307,"넷플릭스, 한국 영화 기대작 '승리호' 예고편 공개",아르헨티나,20,영화/드라마
4308,2021년 인스타그램에 많이 올려질 세계 50곳,스페인,0,기타
4309,"라차녹, 5년 만에 처음으로 사이나 선수를 이김",태국,0,기타
4310,한류 인기는 팟캐스트에서도 지속,태국,0,기타
